label	message	preprocessed_message
1	Call 09095350301 and send our girls into erotic ecstacy. Just 60p/min. To stop texts call 08712460324 (nat rate)	call send girl erotic ecstacy pmin stop text call nat rate
0	1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)	go write msg put dictionary mode cover screen hand press ltgt gently remove ur hand interesting
0	Have you bookedthe hut? And also your time off? How are you by the way?	bookedthe hut also time way
1	Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX	congrats nokia video camera phone call call cost ppm ave call min vary mobile close post bcm ldn wcnxx
1	u r a winner U ave been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810710p/min (18 )	u r winner u ave specially selected receive £ cash holiday flight inc speak live operator claim pmin
0	A few people are at the game, I'm at the mall with iouri and kaila	people game im mall iouri kaila
1	Please CALL 08712402972 immediately as there is an urgent message waiting for you	please call immediately urgent message waiting
0	I love ya too but try and budget your money better babe. Gary would freak on me if he knew	love ya try budget money better babe gary would freak knew
0	U so lousy, run already come back then half dead... Hee...	u lousy run already come back half dead hee
1	PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires	private account statement show unredeemed bonus point claim call identifier code expires
0	Boo what time u get out? U were supposed to take me shopping today. :(	boo time u get u supposed take shopping today
0	Okie.. Thanx..	okie thanx
0	I want to be there so i can kiss you and feel you next to me	want kiss feel next
1	Thanks for your ringtone order, ref number K718. Your mobile will be charged £4.50. Should your tone not arrive please call customer services on 09065069120	thanks ringtone order ref number k mobile charged £ tone arrive please call customer service
0	Ok no prob... I'll come after lunch then...	ok prob ill come lunch
0	Ok . . now i am in bus. . If i come soon i will come otherwise tomorrow	ok bus come soon come otherwise tomorrow
0	Nope... C ü then...	nope c ü
0	What you need. You have a person to give na.	need person give na
0	You should know now. So how's anthony. Are you bringing money. I've school fees to pay and rent and stuff like that. Thats why i need your help. A friend in need....|	know hows anthony bringing money ive school fee pay rent stuff like thats need help friend need
0	Haha... They cant what... At the most tmr forfeit... haha so how?	haha cant tmr forfeit haha
0	Hi Princess! Thank you for the pics. You are very pretty. How are you?	hi princess thank pic pretty
0	Leave it wif me lar... Ü wan to carry meh so heavy... Is da num 98321561 familiar to ü?	leave wif lar ü wan carry meh heavy da num familiar ü
0	i am seeking a lady in the street and a freak in the sheets. Is that you?	seeking lady street freak sheet
1	Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop www.gamb.tv	txt call claim reward hour talk time use phone subscribegbpmnth inc hr stoptxtstop wwwgambtv
0	I don,t think so. You don't need to be going out that late on a school night. ESPECIALLY when the one class you have is the one you missed last wednesday and probably failed a test in on friday	dont think dont need going late school night especially one class one missed last wednesday probably failed test friday
0	Heart is empty without love.. Mind is empty without wisdom.. Eyes r empty without dreams &amp; Life is empty without frnds.. So Alwys Be In Touch. Good night &amp; sweet dreams	heart empty without love mind empty without wisdom eye r empty without dream amp life empty without frnds alwys touch good night amp sweet dream
0	How did you find out in a way that didn't include all of these details	find way didnt include detail
0	Omg how did u know what I ate?	omg u know ate
0	Was actually sleeping and still might when u call back. So a text is gr8. You rock sis. Will send u a text wen i wake.	actually sleeping still might u call back text gr rock si send u text wen wake
0	Anything lor... U decide...	anything lor u decide
0	Nvm it's ok...	nvm ok
0	We are okay. Going to sleep now. Later	okay going sleep later
0	Die... Now i have e toot fringe again...	die e toot fringe
0	Come to me right now, Ahmad	come right ahmad
1	Please call Amanda with regard to renewing or upgrading your current T-Mobile handset free of charge. Offer ends today. Tel 0845 021 3680 subject to T's and C's	please call amanda regard renewing upgrading current tmobile handset free charge offer end today tel subject t c
0	"Awesome question with a cute answer: Someone asked a boy ""how is ur life?"" . . He smiled &amp; answered: . . ""She is fine!"" Gudnite"	awesome question cute answer someone asked boy ur life smiled amp answered fine gudnite
0	Tell your friends what you plan to do on Valentines day @ &lt;URL&gt;	tell friend plan valentine day lturlgt
0	Yeah that's what I thought, lemme know if anything's goin on later	yeah thats thought lem know anythings goin later
0	Dont worry, 1 day very big lambu ji vl come..til then enjoy batchlor party:-)	dont worry day big lambu ji vl cometil enjoy batchlor party
0	I got a call from a landline number. . . I am asked to come to anna nagar . . . I will go in the afternoon	got call landline number asked come anna nagar go afternoon
0	Probably a couple hours tops	probably couple hour top
0	"Cool breeze... Bright sun... Fresh flower... Twittering birds... All these waiting to wish u: ""GOODMORNING &amp; HAVE A NICE DAY"" :)"	cool breeze bright sun fresh flower twittering bird waiting wish u goodmorning amp nice day
0	Ok... U enjoy ur shows...	ok u enjoy ur show
0	No de. But call me after some time. Ill tell you k	de call time ill tell k
0	I am not sure about night menu. . . I know only about noon menu	sure night menu know noon menu
0	Gud ni8 dear..slp well..take care..swt dreams..Muah..	gud ni dearslp welltake careswt dreamsmuah
0	I'll be in sch fr 4-6... I dun haf da book in sch... It's at home...	ill sch fr dun haf da book sch home
1	You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+ 	nokia get win free auction take part send nokia hgsuitelands rowwjhl
0	K:)i will give my kvb acc details:)	ki give kvb acc detail
0	Just sleeping..and surfing	sleepingand surfing
0	Prof: you have passed in all the papers in this sem congrats . . . . Student: Enna kalaachutaarama..!! Prof:???? Gud mrng!	prof passed paper sem congrats student enna kalaachutaarama prof gud mrng
0	It's cool, we can last a little while. Getting more any time soon?	cool last little getting time soon
0	Pls tell nelson that the bb's are no longer comin. The money i was expecting aint coming	pls tell nelson bb longer comin money expecting aint coming
0	So no messages. Had food?	message food
0	I told your number to gautham..	told number gautham
0	So how many days since then?	many day since
1	ASKED 3MOBILE IF 0870 CHATLINES INCLU IN FREE MINS. INDIA CUST SERVs SED YES. L8ER GOT MEGA BILL. 3 DONT GIV A SHIT. BAILIFF DUE IN DAYS. I O £250 3 WANT £800	asked mobile chatlines inclu free min india cust servs sed yes ler got mega bill dont giv shit bailiff due day £ want £
0	;-( oh well, c u later	oh well c u later
0	"Short But Cute: ""Be a good person, but dont try to prove it.."" .Gud noon...."	short cute good person dont try prove gud noon
0	Gr8. So how do you handle the victoria island traffic. Plus when's the album due	gr handle victoria island traffic plus whens album due
0	Hey.. Something came up last min.. Think i wun be signing up tmr.. Hee	hey something came last min think wun signing tmr hee
0	"I keep seeing weird shit and bein all ""woah"" then realising it's actually reasonable and I'm all ""oh"""	keep seeing weird shit bein woah realising actually reasonable im oh
0	"V-aluable. A-ffectionate. L-oveable. E-ternal. N-oble. T-ruthful. I-ntimate. N-atural. E-namous. Happy ""VALENTINES DAY"" in advance"	valuable affectionate loveable eternal noble truthful intimate natural enamous happy valentine day advance
0	Compliments to you. Was away from the system. How your side.	compliment away system side
1	WIN a £200 Shopping spree every WEEK Starting NOW. 2 play text STORE to 88039. SkilGme. TsCs08714740323 1Winawk! age16 £1.50perweeksub.	win £ shopping spree every week starting play text store skilgme tscs winawk age £perweeksub
0	I was slept that time.you there?	slept timeyou
0	Actually getting ready to leave the house.	actually getting ready leave house
0	What happen to her tell the truth	happen tell truth
0	Hello lover! How goes that new job? Are you there now? Are you happy? Do you think of me? I wake, my slave and send you a teasing kiss from across the sea	hello lover go new job happy think wake slave send teasing kiss across sea
